"no";"title";"descr";"year";"imgLink";"genre"
752;"브이 포 벤데타";"어느 날 밤 이비라는 소녀가 위험에 처하자 어디선가 한 남자가 나타나 놀라운 전투력으로 그녀의 목숨을 구해준다. 옛날 국회의사당을 폭파하려다 사형당한 가이 포크스의 가면을 쓰고 모든 것을 압도하는 카리스마를 가진 남자는 V라는 이니셜로만 알려진 의문의 사나이. 맥베스와 헨리 5세의 대사들을 인용하고, 현실세계의 아픔을 노래한 윌리엄 블레이크의 시를 읊으며 악을 응징하는 V는세상을 구할 혁명을 계획하고 있다. V의 숨겨진 과거를 알아가는 동안 자신에 관한 진실을 깨달아가는 이비는 점점 V에게 이끌려 그의 혁명에 동참하게 된다.";"2006-02-23";"https://image.tmdb.org/t/p/original/ts6cuaNyJTexbGbbnQBWZ7AyVs3.jpg";"[28,53,14]"
754;"페이스 오프";"FBI요원 숀(존 트라볼타)은 자신의 목숨을 노리던 정부 테러범 캐스터(니콜라스 케이지)에게 아들 마이키를 살해당한다. 8년간의 끈질긴 추격 끝에 국외로 탈출하려던 캐스터를 잡은 손. 그러나 악몽은 이제부터 시작이다.  체포 순간 코마에 빠져 의식불명이 된 캐스터가 도주 직전 엄청난 양의 생화학 폭탄을 LA 어딘가에 숨겨놓은 것이다.  숀은 감옥에 갇힌 캐스터의 동생에게서 정보를 빼내기 위해 FBI의 최첨단 의료진의 도움을 받아 꿈 속에서도 저주하던 아들의 살해범 캐스터와 얼굴을 바꿀 수 밖에 없게 되지만....";"1997-06-27";"https://image.tmdb.org/t/p/original/wUHMETCAsHvDUkrpq0owD4mqQ0p.jpg";"[28,80,878,53]"
755;"황혼에서 새벽까지";"은행털이범 세스 게코(조지 클루니)와 리치 형제는 멕시코로 안전하게 탈출하기 위해 목사 가족을 인질로 삼는다. 목사 가족의 트레일러에 몸을 숨겨 무사히 국경을 통과한 후, 이들은 은신처를 제공할 조직과의 접선을 위해 술집으로 들어간다. 술집 안으로 들어서자 무희들이 춤추는 모습이 보이고, 일행은 테이블에 앉아 술을 마신다. 술이 조금씩 오르는 중에 바텐더와 시비가 붙어 격투를 벌어지고, 두 형제는 총으로 종업원들을 쏴 버린다. 댄서들은 피를 보는 순간 흡혈귀의 본성을 드러내고, 죽은 줄 알았던 이들이 모두 흡혈귀로 변해 손님들을 공격하는데...";"1996-01-19";"https://image.tmdb.org/t/p/original/A2zS0TOyv0FjXm91CrkzBgrtw7X.jpg";"[27,28,53,80]"
756;"환타지아";"8곡의 클래식 음악에 각각 다른 성격의 애니메이션을 결합한 것으로, 총 10명이 연출을 맡고 25명이 스토리 작업에 투입된 작품이다. 판타지아에는 바흐의 토카타와 푸가, 베토벤의 전원 교향곡, 차이콥스키의 호두까기 인형, 스트라빈스키의 봄의 제전, 뒤카의 마법사의 제자, 폰키엘리의 시간의 춤, 무소륵스키의 민둥산의 하룻밤, 슈베르트의 아베 마리아가 환상적인 영상과 함께 실려 있다. 연주를 담당한 악단은 세계 정상급 교향악단인 필라델피아 오케스트라이고, 지휘는 영화 오케스트라의 소녀에도 출연한 적이 있는 세계적인 지휘자 레오폴드 스토코프스키가 맡았다.";"1940-11-13";"https://image.tmdb.org/t/p/original/8PisWuh2yT3sXCwipNB0oxsoo0X.jpg";"[16,10751]"
759;"신사는 금발을 좋아해";"로렐라이(마릴린 먼로 분)는 프랑스 대륙에 유럽이라는 나라가 있는 것으로 알 정도로 멍청하지만 돈이라면 사족을 못쓰는 금발의 아름다운 쇼걸이다. 반면 로렐라이의 단짝인 도로시(제인 러셀 분)는 검은 머리에 똑똑한 쇼걸로 잘생긴 외모를 중시하며 로렐라이와는 상반된이미지와 성격의 소유자다. 두 사람은 배를 타고 파리로 향하는데 로렐라이는 그곳에서 백만장자의 아들, 에스몬드와 결혼을 하고자 한다. 한편 에스몬드의 아버지는 로렐라이가 백만장자의 돈만을 노리는 여자인지 알아보기 위해 사립 탐정 말론을 고용하는데 도로시가 말론과 사랑에 빠지게 된다. 두 커플은 여러 가지 문제를 겪지만 결국 합동 결혼식을 함으로써 해피엔딩으로 막을 내린다.";"1953-07-14";"https://image.tmdb.org/t/p/original/fDozhst5HVJJcd3BM8ZOsKniO7Q.jpg";"[10402,35,10749]"
762;"몬티 파이튼의 성배";"아더왕은 영국 전역을 돌아다니며 자신들을 보좌할 기사들을 모집한다. 결국 용맹한 기사들 랑셀럿, 로빈, 베드베어 그리고 갈라드를 합류시킨 아더왕은 신의 계시에 따라 잃어버린 성배를 찾으러간다. 각각 흩어져 성배의 수색을 하지만 용맹한만큼 멍청하기도한 기사들은 성배를 찾기는 커녕 소동만을 일으키고 만다.";"1975-05-25";"https://image.tmdb.org/t/p/original/8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg";"[12,35,14]"
763;"데드 얼라이브";"수마트라의 스컬섬에 사는 악마원숭이가 밀렵군에게 포획되어 뉴질랜드의 한 동물원으로 이송된다. 한편 홀어머니와 함께사는 라이오널은 카드점을 통해 라이오널이 자신의 운명의 남자라고 생각해버린 잡화점 아가씨 파퀴타의 열렬한 구애에 넘어가 함께 동물원으로 데이트를 가게된다. 2층에서 이들의 행각을 지켜보던 라이오널의 어머니는 몰래 이들을 따라서 동물원으로 가게 되는데...";"1992-08-13";"https://image.tmdb.org/t/p/original/8ppAsvY7HPoNzNvAmkgjx7FTRpw.jpg";"[27,35]"
764;"이블 데드";"휴가를 맞아 여행을 떠난 5명의 친구는 숙소로 빌린 깊은 산 속에 있는 집을 찾아간다. 낡은 집에서 여장을 푼 일행에게 밤이 되자 집 안에 점차 이상한 현상들이 일어난다. 이들은 지하실에서 녹음이 된 테잎을 발견하게 되고 무심코 이걸 재생해 보는데...";"1981-09-10";"https://image.tmdb.org/t/p/original/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg";"[27]"
765;"이블 데드 2";"악마가 이 책을 썼다고 한다. 네클리 마나칸 엑스모터스, 대강 그 뜻을 설명하자면 일명 죽음의 책이다. 이 책은 악마의 세계로 통하는 일종의 관문이며, 이주 오래 전에 쓰여졌다. 바다가 피로 물들었을 때였다. 그 피로 이 책을 썼다고 한다. 그리고 1300년에 이 책이 사라졌다.";"1987-03-13";"https://image.tmdb.org/t/p/original/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg";"[27,35,14]"
766;"이블 데드 3: 암흑의 군단";"죽음의 책에 의해 하늘로 끌려들어간 애쉬는 13세기의 어느 영지에 떨어지게 되고, 그곳 성주인 아더에게 포로로 잡힌다. 성주에게 적으로 오해받고 죽음의 구덩이에 떨어지지만 구덩이 속의 괴물을 해치운 애쉬는 자신이 살던 현대로 돌아가기 위해 죽음의 책이 필요하다는걸 듣고 책을 찾아 나선다.";"1992-10-31";"https://image.tmdb.org/t/p/original/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg";"[14,27,35]"
767;"해리 포터와 혼혈 왕자";"어둠의 세력이 더욱 강력해져 머글 세계와 호그와트까지 위협해온다. 위험한 기운을 감지한 덤블도어 교수는 다가올 전투에 대비하기 위해 해리 포터와 함께 대장정의 길을 나선다. 볼드모트를 물리칠 수 있는 유일한 단서이자 그의 영혼을 나누어 놓은 7개의 호크룩스를 파괴하는 미션을 수행해야만 하는 것! 또한 덤블도어 교수는 호크룩스를 찾는 기억여행에 결정적 도움을 줄 슬러그혼 교수를 호그와트로 초청한다. 한편 학교에서는 계속된 수업과 함께 로맨스의 기운도 무르익는다. 해리는 자신도 모르게 지니에게 점점 끌리게 되고, 새로운 여자 친구가 생긴 론에게 헤르미온느는 묘한 질투심을 느끼는데...";"2009-07-07";"https://image.tmdb.org/t/p/original/fHfnrfpQXt91XN4XBh9DMDFuYdq.jpg";"[12,14]"
768;"프롬 헬";"1888년 런던의 뒷골목 화이트채플에서 젊은 창녀들이 한명씩 살해당한다. 상상을 초월하는 잔혹한 살인사건은 계속되고 전 도시는 공포에 빠진다. 꿈 속에서 범인을 감지하는 예지 능력을 지닌 조사관 프레드 애벌린이 투입되지만, 정체를 알 수 없는 강력한 힘이 살인마를 비호하고 있음을 알고 절망한다. 그러던 중 애벌린의 유일한 구원이자 사랑, 붉은 머리의 여인 메리 켈리에게 시시각각 살인마의 손길이 뻗쳐 온다.";"2001-02-08";"https://image.tmdb.org/t/p/original/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg";"[27,9648,53]"
769;"좋은 친구들";"아일랜드계 이탈리아인 헨리 힐와 토미는 13살에 마피아에 입문해 지미와 함께 트럭이나 공항 화물을 훔치는 일을 한다. 결혼 후에도 마피아 생활을 계속하는 헨리는 이제 조직에서도 안정된 위치와 경제적 여유를 갖는다.  어느 날 헨리와 지미는 공항터미널 사건을 모의해 현금 6백만 달러라는 엄청한 돈을 훔친다. 이 사건을 은폐하기 위해 혈안이 된 지미는 모의에 참여했던 사람들을 죽이고, 토미는 마피아 조직에 가담했다가 살해당한다. 엎친데 덮친격으로 헨리마저 마약거래로 경찰서에 잡혀 들어가는데...";"1990-09-12";"https://image.tmdb.org/t/p/original/zF9hSBS1t7PVFLo01GrJ3OjGi67.jpg";"[18,80]"
770;"바람과 함께 사라지다";"옛 전통과 관습에 묻혀 살아가는 미국 남부. 그러나 북부가 노예 제도를 폐지하고 이를 남부에도 강요하자 두 지역은 남북전쟁이란 소용돌이에 휘말린다. 아름다운 미모와 당당한 성격으로 마을 청년들의 선망의 대상이 되던 스칼렛 오하라는 애슐리 윌크스를 사랑하고 있었다. 그러나 그녀가 사랑하는 애슐리는 멜라니와 결혼을 해버리고 화가 난 스칼렛은 자신의 여동생이 좋아하는 멜라니의 남동생 찰스와 결혼을 한다. 얼마 후 애슐리와 찰스는 입대를 하게 되고, 결국 찰스는 전사하고 마는데...";"1939-12-15";"https://image.tmdb.org/t/p/original/2ZvoAuwKDckMdx4pTmD68QfhcOM.jpg";"[18,10752,10749]"
772;"나 홀로 집에 2: 뉴욕을 헤매다";"시카고에 살고 있는 케빈(맥컬리 컬킨)의 가족은 크리스마스에 플로리다에 가기로 되어있다. 그러나 공항의 소란 속에, 홀로 뉴욕행 비행기에 오르게 되어 거대한 도시에 혼자 남게 된 케빈은 기지를 발휘하여 아버지 카드로 플로리자 호텔에 묶게되고, 의심스러워 하는 종업원들을 멋지게 따돌린다. 한편, 감옥을 탈출한 2인조 강도 마브와 해리는 뉴욕의 장난감 가게를 털어 한 몫 잡을 꿈에 부풀어 있는데...";"1992-11-19";"https://image.tmdb.org/t/p/original/8lxJrcl24SWRAbLxOJNsvgFlSGa.jpg";"[35,10751,12]"
773;"미스 리틀 선샤인";"또래 아이보다 통통한 몸매지만 유난히 미인대회에 집착하 올리브에게 캘리포니아 주에서 열리는 쟁쟁한 어린이 미인 대회인 미스 리틀 선샤인 대회 출전의 기회가 찾아온다. 그리고 딸아이의 소원을 위해 온 가족이 낡은 고물 버스를 타고 1박2일 동안의 무모한 여행 길에 오르게 된다. 좁은 버스 안에서 후버 가족의 비밀과 갈등은 점점 더 커져만 가는데... 할아버지와 올리브가 열심히 준비한 미스 리틀 선샤인 대회의 마지막 무대는 가족 모두를 그들이 절대 상상할 수 없었던 방식으로 변화시키게 된다. 과연 후버 가족에겐 무슨 일이 생긴 것일까?";"2006-07-26";"https://image.tmdb.org/t/p/original/fhLgquC3i27p1optlwqMTQSj2C.jpg";"[35,18]"
775;"달세계 여행";"남북전쟁이 끝난 후 남아도는 대포를 처리하는 방법을 연구하다가 큰 대포를 만들어 안에다가 사람을 태운 우주선을 집어 넣고 달로 쏘아 올리기로 결정한다. 사람들에게 환송을 받으며 천문학자를 태운 로켓이 대포로 발사되고 곧 로켓은 달에 착륙한다. 천문학자는 달에 도착하자마자 잠을 자고, 일어나고 나서 동굴로 가자 거대한 버섯을 발견한다. 한 천문학자가 우산을 펼치자 곧바로 버섯으로 변해 버린다. 이때 외계인이 나타나지만 천문학자는 이를 쉽게 죽인다. 곧 더 많은 외계인이 나타나서 천문학자들은 둘러싸이게 되고, 외계인은 그들을 잡아 우두머리에게 데리고 간다. 천문학자들이 우두머리를 죽이고 도망친다. 다섯 명이 비행선 안으로 들어가고 나머지 한 명은 절벽에 걸친 비행선에 달린 로프에 매달려 비행선을 우주로 떨어뜨린다. 우주선은 지구로 떨어져 바다에 빠진다. 천문학자들은 구조되어 큰 환대를 받는다.";"1902-04-17";"https://image.tmdb.org/t/p/original/ep8nPMDeKE01jss7mzEKDzgYQdr.jpg";"[12,14,878]"
782;"가타카";"빈센트는 자연이 섭리에 의해 태어난 인간이다. 빈센트는 약하고 병에 잘 걸리며 유전자적 열성인 근시이다. 빈센트의 꿈은 우주 비행이지만 그러한 약체 때문에 우주탐사팀을 보내는 회사인 가타카에서 청소부로 밖에 취직할 수 없다. 그러던 중 빈센트는 DNA 중개인을 통해 교통사고로 불구가 된 수영선수이자 유전학적으로 우성인 제롬 모로우를 소개받고 그의 유전인자를 돈으로 사게 된다. 그리하여 제롬의 유전인자로 가타카에 엘리트 사원으로 취직한 빈센트는 거기서 미모의 여성 아일린과 사랑에 빠지는데...";"1997-09-07";"https://image.tmdb.org/t/p/original/dp1DKH4jLwksynsUgbSEu9R5ZNu.jpg";"[53,878,9648,10749]"
783;"간디";"영국에 유학해 변호사 자격을 딴 간디(벤 킹슬리)는 1893년 남아프리카에 가 소송사건을 맡는다. 간디는 그 곳에서 유색인종에 대한 차별대우를 받게 된다. 이를 계기로 그는 남아프리카의 인도 거류민을 돕기 위한 다양한 활동을 시작한다. 이후 1915년, 간디는 인도로 돌아와 인도독립을 위한 노력을 하게 된다. 그는 비폭력운동을 주도하면서 수차례 투옥되기도 한다. 인도는 마침내 1947년 8월 영국으로부터 독립을 이룬다. 그러나 힌두교와 이슬람교의 종교적 대립으로 인해 인도와 파키스탄으로 나뉘어 독립을 하게 된다. 이후에도 종교분쟁을 해결하기 위해 노력했던 간디는 1948년 1월 과격파 힌두교도가 쏜 총탄에 암살당한다.";"1982-11-30";"https://image.tmdb.org/t/p/original/wo5Ed3Yhejts5FIG48CA2gsWPoN.jpg";"[18,36]"
786;"올모스트 페이머스";"1973년, 샌 디에이고 고등학교를 다니는 15세의 윌리암 밀러(패트릭 후지트 분)는 엄마 엘라인(프랜시스 맥도먼드 분)와 함께 살고 있다. 가출한 누나 아니타가 놓고 간 락 레코드를 들으며 자란 윌리암은 친구들과 어울리지 못하는 괴짜이며, 레드 제플린, 페이시스, 더 후, 험블 파이 등의 명 그룹들의 음악만이 유일한 벗이다. 학교 신문에 음악평을 기고했다가 우연한 기회에 록 매거진의 편집장인 록 비평의 선구자 레스터 뱅스(필립 세이모어 호프먼 분)와 친해진 윌리암은 최고 인기의 락그룹 블랙 사바스와 인터뷰할 수 있는 기회를 가지게 된다. 사바스의 공연무대 뒷편에서 \\\'스틸워터(Stillwater)\\\'를 만나 색다른 감동을 느낀 그는 허풍을 쳐서 롤링 스톤즈에서 요청한 스틸워터 그룹의 전국투어 기사를 쓸 수 있는 기회를 얻는다. 그렇게 윌리암은 어머니의 암묵적 허락하에 밴드의 투어에 합류한다. 투어 도중 윌리암은 밴드의 리드 기타리스트로 인기 급부상중인 러셀 하몬드(빌리 크루덥 분)와 친분을 쌓고, 스틸워터의 열광적인 팬인 페니 레인(케이트 허드슨 분)과 사랑에 빠진다. 하지만 러셀을 질투라는 리드 싱어 제프 베베(제이슨 리 분)와 러셀 사이에 팽팽한 긴장감과 사랑하는 페니가 유부남 러셀과 자신보다 더 가까운 관계라는 사실을 알게되는 등, 윌리암이 맞딱드린 것은 자신이 동경하던 이들의 진실과 마주하면서 겪는 고통과 좌절이었다.";"2000-09-15";"https://image.tmdb.org/t/p/original/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg";"[18,10402]"
